0	-489.945903940845
1	-399.549334760827
2	-311.020694684234
3	-231.725058342345
4	-154.297351103881
5	-86.1026476001223
6	-19.7758731997879
7	37.3178974658419
8	92.5437390280469
9	138.536576855547
10	182.661485579623
11	217.553390568994
12	250.57736645494
13	274.368338606182
14	296.291381653999
15	308.981420967111
16	319.803531176799
17	321.392637651782
18	321.11381502334
19	311.601988660194
20	300.222233193622
21	279.609473992347
22	257.128785687646
23	225.415093648241
24	191.833472505411
25	149.018847627877
26	104.336293646917
27	50.4207359312535
28	-5.36275088783501
29	-70.3792414416283
30	-137.263661098846
31	-213.381084490769
32	-291.366436986116
33	-378.584793216168
34	-467.671078549645
35	-565.990367617826
36	-666.177585789432
